airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline
negative,0.6888,Can't Tell,0.3479,Southwest
neutral,0.6718,no_complaint,0.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
neutral,0.6804,no_complaint,1.0,Southwest
positive,0.7026,no_complaint,1.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
negative,0.6253,Can't Tell,0.3227,Southwest
neutral,0.6832,no_complaint,0.0,Southwest
neutral,0.6316,no_complaint,0.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
positive,0.6676,no_complaint,0.0,Southwest
negative,1.0,Late Flight,1.0,Southwest
positive,0.677,no_complaint,0.0,Southwest
neutral,0.7014,no_complaint,1.0,Southwest
positive,0.6465,no_complaint,1.0,Southwest
neutral,0.6637,no_complaint,0.0,Southwest
neutral,0.6661,no_complaint,0.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
negative,1.0,Can't Tell,0.3506,Southwest
neutral,1.0,no_complaint,1.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
positive,0.6912,no_complaint,0.0,Southwest
negative,1.0,Customer Service Issue,0.6514,Southwest
neutral,1.0,no_complaint,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
negative,1.0,Can't Tell,0.6596,Southwest
neutral,1.0,no_complaint,1.0,Southwest
positive,0.3476,no_complaint,0.0,Southwest
negative,1.0,Bad Flight,0.7093,Southwest
neutral,0.3591,no_complaint,0.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
negative,1.0,Late Flight,0.3614,Southwest
negative,1.0,Late Flight,0.6422,Southwest
negative,1.0,Cancelled Flight,0.6736,Southwest
negative,1.0,Late Flight,0.6738,Southwest
positive,1.0,no_complaint,1.0,Southwest
negative,1.0,Can't Tell,0.6596,Southwest
negative,1.0,Late Flight,0.6928,Southwest
negative,1.0,Late Flight,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
negative,1.0,Bad Flight,1.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
negative,1.0,Customer Service Issue,1.0,Southwest
negative,1.0,Cancelled Flight,1.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
positive,0.6953,no_complaint,0.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
positive,0.6759999999999999,no_complaint,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
negative,1.0,Customer Service Issue,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
negative,0.6667,Cancelled Flight,0.6667,Southwest
positive,1.0,no_complaint,1.0,Southwest
neutral,0.6559,no_complaint,0.0,Southwest
negative,0.6920000000000001,Lost Luggage,0.6920000000000001,Southwest
positive,1.0,no_complaint,1.0,Southwest
negative,1.0,Bad Flight,0.6767,Southwest
negative,1.0,Customer Service Issue,1.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
negative,1.0,Bad Flight,0.6633,Southwest
negative,0.6306,Lost Luggage,0.3227,Southwest
negative,1.0,Cancelled Flight,1.0,Southwest
negative,1.0,Can't Tell,0.6736,Southwest
negative,1.0,Cancelled Flight,0.6464,Southwest
positive,1.0,no_complaint,1.0,Southwest
negative,1.0,Late Flight,0.6667,Southwest
neutral,1.0,no_complaint,1.0,Southwest
positive,0.6334,no_complaint,1.0,Southwest
negative,0.6598,Can't Tell,0.6598,Southwest
negative,1.0,Lost Luggage,1.0,Southwest
negative,1.0,Can't Tell,0.6876,Southwest
positive,0.6517,no_complaint,0.0,Southwest
negative,0.6665,Customer Service Issue,0.3446,Southwest
neutral,0.6421,no_complaint,0.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
neutral,0.6726,no_complaint,0.0,Southwest
negative,1.0,Can't Tell,0.6528,Southwest
negative,1.0,Flight Booking Problems,0.3789,Southwest
neutral,1.0,no_complaint,1.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
negative,0.6634,Customer Service Issue,0.3366,Southwest
neutral,0.6694,no_complaint,0.0,Southwest
negative,0.6404,Can't Tell,0.3258,Southwest
negative,1.0,Lost Luggage,1.0,Southwest
negative,1.0,Lost Luggage,1.0,Southwest
negative,0.6745,Bad Flight,0.6745,Southwest
positive,1.0,no_complaint,1.0,Southwest
negative,1.0,Lost Luggage,1.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
positive,0.3511,no_complaint,0.0,Southwest
negative,1.0,Customer Service Issue,0.6374,Southwest
negative,1.0,Customer Service Issue,0.6679999999999999,Southwest
neutral,1.0,no_complaint,1.0,Southwest
negative,0.6939,Late Flight,0.3571,Southwest
negative,1.0,Lost Luggage,1.0,Southwest
negative,1.0,Bad Flight,0.7057,Southwest
positive,1.0,no_complaint,1.0,Southwest
negative,1.0,Lost Luggage,1.0,Southwest
negative,1.0,Customer Service Issue,0.716,Southwest
negative,0.7022,Flight Booking Problems,0.7022,Southwest
negative,0.7113,Customer Service Issue,0.3919,Southwest
positive,1.0,no_complaint,1.0,Southwest
positive,0.6859,no_complaint,0.0,Southwest
negative,0.66,Can't Tell,0.66,Southwest
neutral,1.0,no_complaint,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
negative,0.7119,Customer Service Issue,0.7119,Southwest
positive,1.0,no_complaint,1.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
neutral,0.6925,no_complaint,0.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
neutral,0.6681,no_complaint,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
negative,1.0,Customer Service Issue,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
negative,1.0,Customer Service Issue,0.6649,Southwest
positive,0.6487,no_complaint,1.0,Southwest
negative,1.0,Customer Service Issue,1.0,Southwest
negative,1.0,Bad Flight,0.6556,Southwest
negative,1.0,Customer Service Issue,1.0,Southwest
neutral,0.6692,no_complaint,0.0,Southwest
neutral,0.6424,no_complaint,1.0,Southwest
negative,1.0,Late Flight,1.0,Southwest
neutral,0.6648,no_complaint,1.0,Southwest
neutral,0.6776,no_complaint,0.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
negative,1.0,Damaged Luggage,0.6683,Southwest
negative,0.6817,Can't Tell,0.6817,Southwest
negative,1.0,Customer Service Issue,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
negative,0.6816,Cancelled Flight,0.352,Southwest
negative,1.0,Lost Luggage,0.7040000000000001,Southwest
neutral,1.0,no_complaint,1.0,Southwest
negative,1.0,Bad Flight,0.7081,Southwest
negative,1.0,Customer Service Issue,1.0,Southwest
negative,1.0,Customer Service Issue,0.6837,Southwest
negative,1.0,Lost Luggage,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
positive,0.6675,no_complaint,1.0,Southwest
negative,1.0,Bad Flight,1.0,Southwest
negative,0.6611,Can't Tell,0.6611,Southwest
neutral,0.6404,no_complaint,0.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
negative,0.6744,Late Flight,0.6744,Southwest
negative,1.0,Flight Attendant Complaints,0.348,Southwest
negative,1.0,Flight Booking Problems,0.3366,Southwest
neutral,0.6932,no_complaint,0.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
negative,1.0,Flight Attendant Complaints,1.0,Southwest
positive,0.6920000000000001,no_complaint,1.0,Southwest
negative,1.0,Lost Luggage,1.0,Southwest
positive,0.6923,no_complaint,0.0,Southwest
positive,0.6694,no_complaint,1.0,Southwest
neutral,0.7013,no_complaint,0.0,Southwest
negative,1.0,Flight Attendant Complaints,0.7113,Southwest
neutral,1.0,no_complaint,1.0,Southwest
negative,1.0,Cancelled Flight,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
negative,1.0,Late Flight,0.6909,Southwest
neutral,0.6687,no_complaint,0.0,Southwest
neutral,0.6922,no_complaint,1.0,Southwest
positive,0.6651,no_complaint,1.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
positive,0.6779999999999999,no_complaint,1.0,Southwest
negative,1.0,Cancelled Flight,1.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
negative,1.0,Lost Luggage,1.0,Southwest
neutral,0.6489,no_complaint,1.0,Southwest
negative,1.0,Customer Service Issue,0.6737,Southwest
positive,1.0,no_complaint,1.0,Southwest
neutral,0.6461,no_complaint,1.0,Southwest
negative,1.0,Cancelled Flight,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
negative,1.0,Late Flight,0.6108,Southwest
negative,1.0,Customer Service Issue,1.0,Southwest
negative,1.0,Flight Attendant Complaints,0.6568,Southwest
negative,1.0,Late Flight,1.0,Southwest
negative,0.6535,Lost Luggage,0.6535,Southwest
negative,1.0,Lost Luggage,0.3473,Southwest
positive,0.7066,no_complaint,0.0,Southwest
negative,1.0,Customer Service Issue,0.6566,Southwest
positive,0.6549,no_complaint,1.0,Southwest
negative,1.0,Lost Luggage,1.0,Southwest
negative,1.0,Customer Service Issue,1.0,Southwest
negative,0.6685,Lost Luggage,0.6685,Southwest
positive,1.0,no_complaint,1.0,Southwest
negative,1.0,Can't Tell,0.6667,Southwest
negative,1.0,Customer Service Issue,0.6341,Southwest
negative,1.0,Lost Luggage,1.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
negative,1.0,Customer Service Issue,1.0,Southwest
negative,1.0,Bad Flight,0.6762,Southwest
neutral,0.7028,no_complaint,0.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
negative,0.6566,Flight Booking Problems,0.6566,Southwest
neutral,1.0,no_complaint,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
negative,0.3437,Flight Booking Problems,0.3437,Southwest
positive,1.0,no_complaint,1.0,Southwest
neutral,0.633,no_complaint,1.0,Southwest
negative,1.0,longlines,0.6723,Southwest
positive,1.0,no_complaint,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
negative,1.0,Late Flight,1.0,Southwest
negative,1.0,Customer Service Issue,1.0,Southwest
negative,1.0,Cancelled Flight,1.0,Southwest
neutral,0.3469,no_complaint,0.0,Southwest
negative,0.7040000000000001,Lost Luggage,0.3627,Southwest
positive,1.0,no_complaint,1.0,Southwest
negative,0.6452,Lost Luggage,0.6452,Southwest
negative,1.0,Lost Luggage,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
neutral,0.6549,no_complaint,0.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
negative,1.0,Customer Service Issue,0.6562,Southwest
neutral,1.0,no_complaint,1.0,Southwest
negative,1.0,Customer Service Issue,0.6362,Southwest
negative,1.0,Can't Tell,0.6358,Southwest
negative,1.0,Damaged Luggage,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
negative,1.0,Customer Service Issue,1.0,Southwest
positive,0.7158,no_complaint,1.0,Southwest
negative,1.0,Customer Service Issue,1.0,Southwest
negative,1.0,Late Flight,0.6392,Southwest
negative,1.0,Cancelled Flight,0.6823,Southwest
negative,1.0,Cancelled Flight,1.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
negative,0.6555,Customer Service Issue,0.3429,Southwest
neutral,1.0,no_complaint,1.0,Southwest
negative,1.0,Can't Tell,0.6742,Southwest
neutral,0.6056,no_complaint,0.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
neutral,0.7132,no_complaint,1.0,Southwest
positive,0.6536,no_complaint,1.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
negative,1.0,Cancelled Flight,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
positive,0.6667,no_complaint,1.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
neutral,0.6732,no_complaint,1.0,Southwest
negative,1.0,Customer Service Issue,1.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
negative,1.0,Customer Service Issue,0.6742,Southwest
negative,1.0,Bad Flight,0.66,Southwest
neutral,1.0,no_complaint,1.0,Southwest
neutral,0.6314,no_complaint,1.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
negative,1.0,Damaged Luggage,1.0,Southwest
negative,1.0,Flight Attendant Complaints,1.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
positive,0.6626,no_complaint,1.0,Southwest
neutral,0.6801,no_complaint,0.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
negative,1.0,Bad Flight,0.6822,Southwest
neutral,1.0,no_complaint,1.0,Southwest
neutral,0.6364,no_complaint,0.0,Southwest
negative,1.0,Can't Tell,1.0,Southwest
neutral,0.7008,no_complaint,0.0,Southwest
positive,0.6349,no_complaint,1.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
positive,0.6559,no_complaint,1.0,Southwest
positive,0.667,no_complaint,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
positive,0.6779999999999999,no_complaint,1.0,Southwest
negative,0.6629999999999999,Cancelled Flight,0.6629999999999999,Southwest
positive,0.6459999999999999,no_complaint,0.0,Southwest
positive,0.6709,no_complaint,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
positive,0.6596,no_complaint,1.0,Southwest
negative,0.6659999999999999,Can't Tell,0.6659999999999999,Southwest
positive,1.0,no_complaint,1.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
neutral,0.6548,no_complaint,0.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
positive,0.6535,no_complaint,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
positive,0.6633,no_complaint,1.0,Southwest
negative,1.0,Can't Tell,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
negative,1.0,Cancelled Flight,1.0,Southwest
neutral,0.6926,no_complaint,0.0,Southwest
neutral,0.7067,no_complaint,0.0,Southwest
negative,1.0,Lost Luggage,1.0,Southwest
negative,1.0,Late Flight,1.0,Southwest
negative,1.0,Lost Luggage,0.6448,Southwest
negative,1.0,Customer Service Issue,1.0,Southwest
negative,1.0,Late Flight,1.0,Southwest
negative,1.0,Can't Tell,0.6714,Southwest
negative,1.0,Can't Tell,0.6846,Southwest
neutral,0.6809,no_complaint,0.0,Southwest
negative,1.0,Customer Service Issue,1.0,Southwest
neutral,0.6592,no_complaint,1.0,Southwest
positive,0.6406,no_complaint,0.0,Southwest
positive,0.6807,no_complaint,0.0,Southwest
positive,0.6748,no_complaint,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
negative,1.0,Late Flight,0.6663,Southwest
positive,1.0,no_complaint,1.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
neutral,0.6596,no_complaint,0.0,Southwest
negative,1.0,Late Flight,1.0,Southwest
negative,1.0,Late Flight,1.0,Southwest
negative,1.0,Customer Service Issue,0.6561,Southwest
positive,1.0,no_complaint,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
neutral,0.7012,no_complaint,0.0,Southwest
negative,1.0,Cancelled Flight,0.6639,Southwest
negative,1.0,Bad Flight,0.6804,Southwest
positive,0.6890000000000001,no_complaint,1.0,Southwest
negative,1.0,Late Flight,0.6675,Southwest
positive,1.0,no_complaint,1.0,Southwest
negative,1.0,Late Flight,1.0,Southwest
negative,1.0,Can't Tell,0.6912,Southwest
negative,0.6575,Customer Service Issue,0.3375,Southwest
negative,1.0,Can't Tell,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
negative,1.0,Bad Flight,0.3487,Southwest
negative,0.6889,Cancelled Flight,0.6889,Southwest
negative,1.0,Bad Flight,0.6291,Southwest
negative,1.0,Customer Service Issue,1.0,Southwest
negative,1.0,Can't Tell,0.6447,Southwest
negative,1.0,Can't Tell,1.0,Southwest
neutral,0.6618,no_complaint,0.0,Southwest
negative,1.0,Cancelled Flight,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
neutral,0.3498,no_complaint,0.0,Southwest
neutral,0.6772,no_complaint,1.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
negative,1.0,Damaged Luggage,1.0,Southwest
negative,1.0,Flight Booking Problems,0.3542,Southwest
positive,0.6604,no_complaint,1.0,Southwest
negative,1.0,Cancelled Flight,1.0,Southwest
negative,1.0,Customer Service Issue,0.6701,Southwest
positive,1.0,no_complaint,1.0,Southwest
negative,1.0,Late Flight,1.0,Southwest
negative,0.67,Flight Attendant Complaints,0.34,Southwest
neutral,0.6385,no_complaint,0.0,Southwest
positive,0.6852,no_complaint,0.0,Southwest
neutral,0.6397,no_complaint,1.0,Southwest
negative,1.0,Bad Flight,0.3443,Southwest
neutral,0.6598,no_complaint,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
positive,0.6536,no_complaint,1.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
negative,1.0,Lost Luggage,0.6942,Southwest
negative,1.0,Cancelled Flight,1.0,Southwest
negative,0.3546,Can't Tell,0.3546,Southwest
negative,0.6888,Bad Flight,0.3499,Southwest
positive,1.0,no_complaint,1.0,Southwest
positive,0.6779999999999999,no_complaint,1.0,Southwest
negative,0.6822,Bad Flight,0.3485,Southwest
positive,0.6906,no_complaint,0.0,Southwest
negative,0.6479,Can't Tell,0.3628,Southwest
neutral,0.6747,no_complaint,0.0,Southwest
negative,1.0,Cancelled Flight,1.0,Southwest
negative,0.6465,Customer Service Issue,0.6465,Southwest
positive,1.0,no_complaint,1.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
negative,0.6078,Bad Flight,0.6078,Southwest
neutral,0.6598,no_complaint,0.0,Southwest
negative,1.0,Cancelled Flight,0.6562,Southwest
neutral,0.3444,no_complaint,0.0,Southwest
negative,1.0,Customer Service Issue,0.6983,Southwest
negative,0.6632,Can't Tell,0.3474,Southwest
neutral,1.0,no_complaint,1.0,Southwest
negative,1.0,Customer Service Issue,0.69,Southwest
positive,1.0,no_complaint,1.0,Southwest
neutral,0.3491,no_complaint,0.0,Southwest
negative,1.0,Cancelled Flight,0.6412,Southwest
negative,1.0,Damaged Luggage,0.6509999999999999,Southwest
negative,1.0,Damaged Luggage,1.0,Southwest
negative,1.0,Cancelled Flight,1.0,Southwest
negative,1.0,Customer Service Issue,1.0,Southwest
neutral,0.3498,no_complaint,0.0,Southwest
negative,1.0,Cancelled Flight,0.6889,Southwest
neutral,0.6926,no_complaint,1.0,Southwest
negative,1.0,Damaged Luggage,0.6823,Southwest
neutral,0.3441,no_complaint,0.0,Southwest
negative,1.0,Customer Service Issue,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
neutral,0.6968,no_complaint,0.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
negative,1.0,Customer Service Issue,1.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
negative,1.0,Customer Service Issue,1.0,Southwest
negative,1.0,Cancelled Flight,0.6504,Southwest
negative,0.7087,Customer Service Issue,0.7087,Southwest
positive,1.0,no_complaint,1.0,Southwest
positive,0.6496,no_complaint,0.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
negative,1.0,Late Flight,0.3729,Southwest
positive,1.0,no_complaint,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
neutral,0.6632,no_complaint,0.0,Southwest
negative,1.0,Customer Service Issue,1.0,Southwest
negative,1.0,Customer Service Issue,1.0,Southwest
positive,1.0,no_complaint,1.0,Southwest
negative,1.0,Customer Service Issue,1.0,Southwest
positive,0.6566,no_complaint,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
negative,0.6631,Customer Service Issue,0.3331,Southwest
negative,1.0,Bad Flight,0.6527,Southwest
negative,1.0,Bad Flight,0.6598,Southwest
negative,1.0,Can't Tell,1.0,Southwest
negative,1.0,Cancelled Flight,0.3446,Southwest
neutral,0.6842,no_complaint,1.0,Southwest
neutral,1.0,no_complaint,1.0,Southwest
negative,1.0,Customer Service Issue,1.0,Southwest
negative,1.0,Customer Service Issue,0.6979,Southwest
negative,1.0,Cancelled Flight,1.0,Southwest
